TE	sense	antisense	total	RNAseq	div	copies	length
piggyBac-N13B_DR	1	162	162	430.8			
hAT-N35B_DR	156	5	161	161.55	10.391	2176	277.224
ERV1-5_DR-LTR	154	5	159	0	5.154	59	768
hAT-N67_DR	2	158	159	13.46	10.147	895	424.977
hAT-N89B_DR	134	23	156	13.46			
P-1_DR	19	136	156	0	16.428	706	212.193
ZFERV-2-I_DR	1	154	155	94.24	15.651	383	102.467
DNA-8-11_DR	100	55	154	134.63	7.699	1324	500.276
hAT-N164_DR	10	144	154	107.7			
Mariner-5_DR	2	152	154	67.31	11.839	130	588.708
Ginger1-1N1_DR	65	88	153	53.85	8.76	40	275.125
DNA-8-22_DR	6	144	150	228.86	11.952	2817	290.66
DNA-TA-4_DR	141	9	150	121.16	14.402	3275	353.361
DNA-N20_DR	149	0	149	134.63			
Rex1-31_DRe	132	16	148	834.68	13.068	1398	236.608
BEL-69_DR-LTR	0	147	147	0			
DNA8-23_DR	74	74	147	40.39	17.211	4769	296.616
Gypsy127-LTR_DR	0	147	147	0	10.265	146	381.082
DNA-5-4_DR	50	96	146	255.79	14.523	3287	318.423
L1-52_DR	145	0	145	0	15.827	325	447.114
DNA-5-6_DR	0	143	143	26.93	7.036	1623	600.059
ERV1-N7-I_DR	10	133	143	107.7	16.01	204	1112.505
Gypsy-172_DR-LTR	0	143	143	0	8.462	24	814.333
hAT-N164B_DR	7	136	143	13.46			
Gypsy-191_DR-I	0	142	142	0	19.08	5	877
Kolobok-N4_DR	100	42	142	107.7	16.037	1408	280.925
Gypsy-219_DR-LTR	59	82	141	0	11.996	27	378.111
ERV1-N11_DR-LTR	0	140	140	13.46			
Gypsy-209_DR-I	60	80	140	0	23.978	51	808.804
Tx1-20_DR	8	130	138	3607.97	14.473	243	505.646
EnSpm-4N3_DR	0	136	136	0			
Gypsy-226_DR-I	3	133	136	0	12.555	11	1137
hAT-N127_DR	59	77	136	255.79	14.135	8270	170.53
hAT-N21B_DR	0	136	136	403.88	14.749	19787	223.14
hAT-N64_DR	0	136	136	26.93	11.042	2242	279.152
Kolobok-N2A_DR	2	134	136	80.78	12.703	3464	380.922
CryptonV-N4_DR	123	12	135	121.16			
Gypsy88-I_DR	0	133	133	0	17.961	18	1363.833
HAT1-N1B_DR	65	68	133	390.41	13.672	1715	293.537
Gypsy152-I_DR	0	132	132	0	15.58	5	977.6
hAT-N148_DR	0	132	132	26.93	10.62	245	409.367
DNA-1-11_DR	0	131	131	619.28	12.297	5122	342.749
DNAX-15_DR	131	0	131	188.48	15.279	1648	186.748
ERV1-N3-LTR_DR	84	47	131	13.46	9.076	683	940.65
CR1-24_DR	0	130	130	26.93	11.103	420	371.336
RTE-3_DR	130	0	130	0			
hAT-25_DR	4	124	128	0	14.771	132	174.735
EnSpm-N10_DR	2	125	127	201.94	18.654	6422	111.414
Gypsy79-I_DR	69	59	127	2302.1	7.764	11	1189.091
hAT-N89_DR	109	19	127	0	6.695	865	394.425
Copia-11_DR-LTR	0	126	126	94.24	16.869	1267	271.462
Copia-12_DR-LTR	0	126	126	13.46	20.027	2120	241.733
EnSpm-N39C_DR	24	102	125	13.46			
Gypsy-249_DR-LTR	2	123	125	0			
HARBINGERN2C_DR	0	125	125	53.85	13.261	1319	271.411
hAT-N159B_DR	3	121	124	13.46			
Helitron-1N1_DR	44	79	124	0	7.015	505	656.341
ERV1-N1-I_DR	24	98	121	0	14.97	907	444.89
hAT-N18_DR	109	12	121	40.39	11.106	901	309.656
hAT-N22C_DR	0	119	119	228.86			
Gypsy-248_DR-I	16	101	118	0			
DNA-5-5_DR	68	46	114	26.93	9.366	2153	656.459
BEL-50_DRe-I	102	10	112	0	7.562	24	1501.792
HATN13B_DR	49	62	112	80.78	9.27	1979	545.136
TDR13C	112	0	112	403.88	21.622	7515	260.479
hATN13C_DR	49	62	111	94.24	8.801	1139	387.984
hAT-N163_DR	56	54	109	0			
EnSpm-3_DR	53	55	108	0	16.538	787	328.856
hAT-4_DR	108	0	108	13.46	15.312	26	676.846
hAT-N163B_DR	103	4	108	0			
Helitron-1N3_DR	31	77	107	0	17.436	431	251.49
DNA-N17_DR	0	106	106	363.49			
Gypsy45-LTR_DR	103	2	105	0	9.893	107	461.103
DIRS-1B-LTR_DR	44	60	104	26.93	9.771	460	430.489
hAT-N153_DR	0	103	103	13.46			
Gypsy-226_DR-LTR	101	0	101	0	11.988	143	156.699
BEL12-LTR_DR	0	100	100	94.24	11.15	94	325.521
LTR5B_DR	0	100	100	13.46	13.949	719	441.986
DNA2-2B_DR	4	95	99	376.95	13.607	3277	338.971
BEL-38-I_DR	98	0	98	0	7.517	24	2978.625
ERV1-I_DR	0	98	98	0	8.878	123	487.699
Harbinger-4N1_DR	2	96	98	659.67			
piggyBac-N13_DR	0	98	98	161.55	14.691	1881	213.421
Dada-U1B_DR	0	97	97	13.46	20.08	140	296.564
hAT-N48B_DR	9	88	97	1736.67			
Tx1-57_DR	97	0	97	0			
CryptonV-N1_DR	8	88	96	161.55			
DNA-1-3_DR	42	53	96	148.09	16.016	3883	331.566
Copia1-LTR_DR	14	81	95	0	4.253	32	163.25
Nimb-11_DR	0	95	95	0	15.71	156	422.699
DNA-N18_DR	75	18	93	40.39			
ERV1-12_DR-LTR	93	0	93	161.55			
Dada-tL_DR	87	5	92	80.78	13.555	1796	323.428
hAT-N48C_DR	3	88	91	1278.94			
Helitron-N2_DR	10	81	91	94.24	13.777	3856	167.538
Helitron-N3_DR	10	81	91	80.78	13.108	11970	197.172
Mariner-N24_DR	0	91	91	13.46			
BEL32-LTR_DR	0	90	90	0	6.611	35	521.2
DNA2-7_DR	19	71	90	67.31	17.355	3474	192.797
EnSpm-N48B_DR	42	48	90	161.55			
Gypsy119-I_DR	0	90	90	0	14.793	28	1370.071
Gypsy35-I_DR	0	90	90	0	14.144	18	1310.167
hAT-N165_DR	0	90	90	26.93			
hAT-N20_DR	23	68	90	13.46	10.869	1364	526.888
DIRS-1E-LTR_DR	11	78	89	525.04	15.466	2933	148.382
hAT-N157_DR	48	41	89	40.39			
hAT-N94_DR	88	1	89	121.16	12.82	2369	174.42
REX1-9_DR	15	74	89	0	14.129	201	160.552
IS4EU-1_DR	0	88	88	13.46	21.192	428	113.161
Kolobok-4N1_DR	23	65	88	336.56			
DIRS-4N3_DR	2	85	87	13.46	14.618	224	420.272
Mariner-N5B_DR	47	40	87	67.31	11.532	1880	563.589
Mariner-N5_DR	47	40	87	13.46	13.097	1192	416.574
TDR13B	1	86	87	444.26	13.647	3723	536.816
TDR13B2	0	86	86	296.18	11.196	3465	446.515
EnSpm-7_DR	42	43	85	269.25	20.491	2496	75.281
SAT-26B_DR	0	85	85	40.39			
Tx1-47_DR	1	84	85	996.23	4.37	10	3838.9
Dada-U1A_DR	42	42	84	228.86	19.016	4525	107.034
DNA-1-3B_DR	32	53	84	53.85	15.52	3960	438.3
Gypsy-211_DR-I	0	84	84	0	15.958	12	1214.75
IS3EU-1_DR	42	42	84	228.86	21.578	3221	75.38
DNAX-21_DR	0	83	83	94.24	14.427	932	121.947
EnSpm-17_DR	41	42	83	228.86	18.594	4838	71.193
Gypsy70-I_DR	55	28	83	0	12.292	25	2509.6
hAT-N188_DR	1	82	83	13.46			
DNA-AT-2_DR	3	80	82	80.78	11.535	1987	572.207
DNA-8-9_DR	35	46	81	53.85	17.159	6645	235.199
Gypsy172-I_Dr	0	80	81	0	22.291	32	624.531
BEL-55_DRe-LTR	2	78	80	0	10.117	23	423.348
DNA-8-11B_DR	8	71	79	53.85	14.012	793	410.61
Helitron-1N2_DR	0	79	79	80.78	16.1	976	377.469
Gypsy134-I_DR	0	78	78	0	7.913	31	630.419
L1-128_DR	0	78	78	13.46			
Gypsy36-LTR_DR	0	77	77	13.46	11.94	209	267.435
hAT-N35C_DR	71	6	77	175.01	10.533	2061	311.068
Gypsy-27-LTR_DR	0	76	76	0	13.444	143	465.168
hAT-N198_DR	5	72	76	134.63			
L2-42_DRe	76	0	76	80.78	11.515	315	508.133
Copia-23_DR-I	75	0	75	215.4			
hAT-N31_DR	74	1	75	255.79	12.022	1551	261.216
CR1-42_DR	0	74	74	0	11.646	290	558.545
hAT5-N2_DR	5	69	74	336.56	14.227	2955	173.871
Helitron-N5_DR	74	0	74	0			
SINE2-3_DR	9	63	72	8683.36			
DNA-8-3_DR	21	50	71	40.39	12.188	5799	523.98
HE2_DR	9	63	71	8912.22			
ERV1-N1-LTR_DR	25	45	70	40.39	12.72	1928	365.864
hAT-2_DR	68	1	69	94.24	5.651	860	310.462
BEL29-I_DR	68	0	68	0	13.81	20	1640.2
Gypsy-32-I_DR	0	68	68	0	17.094	47	1500.638
Gypsy-34-I_DR	0	68	68	0	10.119	47	1582.085
TDR22B	5	62	67	228.86	12.403	2360	533.183
hAT-N137_DR	6	60	66	417.34	11.458	22487	221.963
L1-45_DR	0	66	66	0	10.158	311	318.701
Tx1-9_DR	33	33	66	0	13.833	9	1786.333
Gypsy42B-LTR_DR	0	65	65	26.93	14.05	257	377.735
Rex1-29_DRe	58	7	65	0	9.54	113	534.053
DNA-1-5_DR	27	38	64	632.74	12.092	3380	361.519
EnSpm-N17_DR	4	60	64	40.39	15.913	3751	114.441
piggyBac-N5B_DR	0	64	64	0	12.56	1450	272.668
TDR17B	60	3	64	592.35	12.779	21706	281.806
Copia-26_DR-I	63	0	63	0			
Gypsy-237_DR-I	0	63	63	0			
Gypsy-250_DR-I	0	63	63	0			
Gypsy48-I_DR	0	63	63	0	8.638	16	2016.062
Gypsy58-I_DR	0	63	63	0	18.729	24	1214.833
Gypsy65-I_DR	0	63	63	0	6.4	6	3899.5
Harbinger-N12_DR	0	63	63	134.63	13.469	2597	301.506
hAT-28_DR	15	48	63	0	11.06	83	762.843
LOOPER-N5C_DR	42	22	63	67.31			
Gypsy159-LTR_DR	0	62	62	0	11.136	47	321.766
DIRS-4N1-LTR_DR	10	51	61	107.7	15.987	1567	277.245
Penelope-1_DR	1	60	61	67.31	18.852	4128	124.438
Tx1-12_DR	0	61	61	0	13.83	238	646.727
DNA6-8_DR	53	7	60	0	10.224	736	374.599
hAT-N163C_DR	56	4	60	0			
Kolobok-1N1_DR	6	54	60	107.7	9.826	1863	304.533
Gypsy143-I_DR	0	59	59	0	6.62	15	1522
Gypsy-251_DR-I	11	48	59	0			
hAT-N90_DR	45	14	59	0	10.529	363	777.598
EnSpm-N3B_DR	56	2	58	201.94	12.908	2383	510.82
Harbinger-8N2_DR	58	0	58	1400.11	15.908	7986	286.033
ERV1-N3-I_DR	0	57	57	3432.96	19.384	4948	158.56
Gypsy135-I_DR	0	57	57	0	21.203	69	1100.841
hAT-N138B_DR	57	0	57	255.79			
Helitron-N4_DR	38	19	57	13.46	11.746	1029	356.406
DIRS-1F-LTR_DR	14	41	56	188.48	16.8	1380	130.88
EnSpm-N3_DR	56	0	56	0	15.291	89	194.022
ERV1-N9B-LTR_DR	0	56	56	0	16.675	1178	390.365
Gypsy93-I_DR	0	56	56	0	5.641	17	1622.118
hAT-N26_DR	1	55	56	242.33	11.206	2512	432.748
Kolobok-N13_DR	56	0	56	67.31	20.847	1960	157.705
LOOPERN3B_DR	0	55	55	928.92	12.115	10008	368.104
Gypsy-29-I_DR	54	0	54	0	14.722	45	2042.8
hAT-N63_DR	7	47	54	40.39	9.073	1065	537.898
DNA6-6_DR	18	35	53	228.86	14.201	14024	145.155
hAT-N183_DR	26	26	53	26.93			
DNA8-26_DR	50	2	52	148.09	16.356	3661	143.22
DNA-AT-4_DR	52	0	52	13.46	6.363	117	358.35
hAT-N121_DR	52	0	52	457.73	14.202	4165	233.97
hAT-N150_DR	0	52	52	13.46	12.337	724	209.511
hAT-N34B_DR	52	1	52	26.93			
hAT-N34_DR	52	0	52	484.65	10.353	4068	259.089
Gypsy-192_DR-I	51	0	51	0	18.2	18	1191.778
Harbinger-N26_DR	0	51	51	0			
hAT-N136_DR	0	51	51	26.93	6.954	200	248.735
BEL-59_DRe-LTR	0	50	50	13.46	5.522	36	524.222
DNA-2-32_DR	29	21	50	107.7	19.149	1811	115.463
DNA6-1B_DR	0	50	50	350.03	14.75	1503	201.013
DNA6-1_DR	0	50	50	269.25	15.921	5443	141.642
hAT-N41B_DR	0	49	50	0	4.835	431	777.861
hAT-N41_DR	0	49	50	40.39	4.448	1166	529.13
L1-113_DR	50	0	50	0			
BEL35-I_DR	0	49	49	0	16.151	35	745.114
DIRS-1D-LTR_DR	13	36	49	26.93	10.884	1152	336.756
Gypsy127-I_DR	0	49	49	0	20.351	41	969.317
Gypsy-26-LTR_DR	0	49	49	13.46	9.592	64	435.344
Gypsy37-LTR_DR	24	25	49	0	9.43	234	316.03
hAT-N146_DR	0	49	49	67.31	8.852	2498	157.531
EnSpm-16_DR	7	42	48	80.78	15.825	1854	255.58
ERV1-N5-LTR_DR	46	2	48	26.93	8.339	595	507.013
Zisupton-7_DR	2	46	48	753.9			
hAT-N35D_DR	7	40	47	26.93			
Rex1-21_DRe	0	47	47	13.46	13.93	477	291.87
DNA9-3_DR	23	24	46	107.7	17.207	7316	98.581
EnSpm-N6B_DR	14	30	44	94.24			
Tx1-2_DR	1	43	44	2288.64	12.938	168	569.863
HARBINGERN2B_DR	41	2	43	269.25	13.553	2721	319.487
hAT-N160_DR	43	0	43	0			
hAT-N185_DR	41	2	43	80.78			
Gypsy12-I_DR	0	42	42	0	19.562	16	1836.5
hAT-N134_DR	42	0	42	4429.19	17.942	4519	80.426
Gypsy76-LTR_DR	0	41	41	0	9.583	60	344.017
hAT-N48_DR	0	41	41	80.78	12.146	2191	344.685
hAT-N48D_DR	0	40	40	13.46			
BEL10-LTR_DR	0	39	39	0	10.67	96	164.135
hAT-28N1_DR	0	39	39	26.93	13.749	1221	264.168
BEL21-LTR_DR	0	38	38	0	6.827	30	155.6
Gypsy-194_DR-I	0	38	38	0	20.061	59	1266.441
Gypsy67-I_DR	0	38	38	26.93	7.324	33	1169
Helitron-1N4_DR	38	0	38	0	13.458	1168	1002.223
Kolobok-N2C_DR	37	2	38	0			
Kolobok-N2_DR	37	2	38	282.71	14.13	4828	377.066
Rex1-23_DRe	38	0	38	0	12.903	612	382.312
ERV1-1-I_DR	34	3	37	0	8.367	30	2682.667
Gypsy152B-I_DR	0	37	37	0	4.675	24	3622.375
Gypsy-216_DR-I	25	12	37	0	22.817	18	1190.667
LOOPERN7_DR	18	19	37	0	12.545	937	346.456
DNA-3-2B_DR	36	0	36	242.33	11.692	2528	368.492
EnSpm-N40_DR	9	27	36	80.78			
Gypsy-116-I_DR	2	34	36	0	13.124	29	1849.966
hAT-N194_DR	36	0	36	53.85			
RTEX-4_DR	0	36	36	0	7.566	154	515.481
Gypsy-28C_DR-LTR	34	1	35	0			
CryptonV-N5_DR	27	7	34	255.79			
DNA2-32B_DR	23	11	34	26.93	10.769	1114	391.888
DNA8-17_DR	5	29	34	376.95	13.385	20252	214.422
EnSpm-15_DR	30	4	34	40.39	16.715	9279	88.495
ERV1-N3D-LTR_DR	9	25	34	0	13.403	411	496.47
Gypsy-28B-LTR_DR	34	0	34	0	15.364	146	459.034
Gypsy-28-LTR_DR	34	0	34	0	13.997	204	400.387
Gypsy41-I_DR	8	26	34	0	6.773	48	1767.792
hAT-N36_DR	17	17	34	390.41	4.413	1114	499.461
BEL-64_DRe-I	31	1	33	67.31	19.191	942	168.11
hAT-N75_DR	17	16	33	215.4	8.974	732	345.624
L1-20_DR	30	3	33	269.25	11.631	321	605.701
BEL-26_DR-LTR	31	0	31	13.46	4.53	30	361.333
DIRS-4N4-LTR_DR	7	24	31	0	15.862	281	242.057
Crack-5_DR	0	30	30	13.46			
DNA2-9_DR	30	0	30	0	17.977	385	332.642
Gypsy119-LTR_DR	20	10	30	13.46	12.978	137	392.394
DIRS-1G-LTR_DR	5	24	29	53.85	8.116	135	392.985
Tx1-24_DR	0	29	29	0	11.358	219	394.511
ZFERV-2N2-I_DR	27	1	29	0	15.468	677	418.099
BEL-26_DR-I	0	28	28	0	19.146	24	2036.5
Gypsy128-I_DR	4	24	28	0	10.1	28	1709.071
piggyBac-N16B_DR	28	0	28	80.78			
SINE2-3B_DR	8	20	28	1359.72			
DNA5-6B_DR	0	27	27	13.46	14.754	414	322.614
Gypsy-130_DR-I	3	23	27	0	18.088	17	1567.176
Gypsy46-LTR_DR	0	27	27	26.93	12.488	114	248.342
Gypsy81-LTR_Dr	0	27	27	0	7.218	101	427.673
BEL-55_DRe-I	0	26	26	0	24.415	13	1011.615
Gypsy66-I_DR	0	26	26	0	5.967	9	4000.667
LRS-3_DR	0	26	26	0			
DNAX-25B_DR	6	19	25	13.46			
DNAX-25_DR	6	19	25	13.46	18.866	2378	157.231
Gypsy106-I_DR	2	23	25	0	0.557	7	6429.286
Gypsy45-I_DR	0	25	25	0	24.609	33	1191.242
hAT-N40_DR	25	0	25	26.93	8.863	929	390.215
Gypsy40-I_DR	1	23	24	0	9.694	36	1531.444
NonLTR-1B_DR	14	10	24	0	8.621	348	356.293
NonLTR-1C_DR	14	10	24	13.46	11.71	525	282.865
Zisupton-6_DR	13	11	24	471.19			
Gypsy11-I_DR	0	23	23	0	9.312	17	4542.059
Gypsy151-I_DR	0	23	23	0	0.625	4	4466
Gypsy-186_DR-I	0	23	23	0	17.567	6	1132.167
Gypsy-216_DR-LTR	0	23	23	336.56	10.156	135	350.007
Gypsy-240_DR-I	0	23	23	0			
Gypsy4-I_DR	0	23	23	0	1.8	6	4519
Harbinger-N13B_DR	0	23	23	26.93	20.608	350	148.846
Harbinger-N13_DR	0	23	23	1117.39	11.669	4135	253.387
hAT-5_DR	0	23	23	0	13.305	176	265.114
Nimb-13_DR	12	11	23	0	18.303	80	681.7
BEL-61_DRe-I	0	22	22	0	12.336	25	1699.56
DNA-4-3_DR	20	1	22	80.78	9.311	2128	434.397
Gypsy146-LTR_DR	0	22	22	0	11.912	33	321.545
hAT-6_DR	22	0	22	0	18.304	152	366.941
hAT-N158_DR	22	0	22	53.85			
L2-16_DRe	22	0	22	0	12.732	524	441.885
Tx1-3_DR	13	9	22	1346.26	12.53	152	568.717
Copia-22_DR-LTR	0	21	21	0			
Gypsy-200_DR-I	0	21	21	0	11.429	63	1187.143
Harbinger-N29_DR	7	14	21	26.93			
BEL23-I_DR	11	9	20	0	4.071	7	4072.286
BEL-63_DRe-I	0	20	20	0	5.881	26	3624.231
Copia2-I_DR	20	0	20	0	23.603	32	573.531
Gypsy10-LTR_DR	20	0	20	13.46	8.176	51	872.49
hAT-N190B_DR	20	0	20	471.19			
hAT-N49_DR	20	0	20	67.31	12.528	2231	350.632
L2-35_DRe	20	0	20	13.46	15.226	606	309.112
L2-53_DR	1	19	20	0	14.301	157	252.408
SINE2-4_DR	4	17	20	2611.74			
Gypsy-15-I_DR	0	19	19	0	3.294	17	5024.882
Gypsy7-I_DR	19	0	19	350.03	12.51	60	1743.6
HERODr	0	19	19	0	18.184	76	591.316
BEL17-I_DR	0	18	18	0	16.136	22	1501.045
Copia-15B_DR-LTR	0	18	18	0	10.378	161	376.112
DNA8-25_DR	7	11	18	228.86	15.925	6686	124.052
Gypsy137-I_DR	0	18	18	0	0.889	9	5053.889
Gypsy-208_DR-LTR	0	18	18	0	7.882	11	136.364
Gypsy39-I_DR	1	17	18	0	13.532	40	1517.65
hAT-N168B_DR	18	0	18	269.25			
TE-X-24_DR	18	0	18	0			
DNA-3-6_DR	17	0	17	228.86	15.025	2506	257.287
Gypsy10-I_DR	0	17	17	0	10.615	20	3991
Gypsy164B-I_DR	0	17	17	0	13.858	133	1231.571
Gypsy-167-I_DR	0	17	17	0	12.58	15	2194.667
Gypsy-185_DR-I	0	17	17	0	2.533	6	4744.667
Gypsy47-I_DR	0	17	17	0	11.035	62	1354.226
Gypsy63-I_DR	0	17	17	0	4.236	11	3903.182
hAT-24_DR	17	0	17	26.93	9.765	77	541.273
BEL-56_DRe-I	16	0	16	0	13.845	42	2670.31
Gypsy148-LTRb_DR	0	16	16	53.85	12.409	301	351.395
Gypsy148-LTR_DR	0	16	16	13.46	7.928	193	566.259
Gypsy-171-I_DR	0	16	16	0	7.4	22	1836.909
Gypsy50-I_DR	4	13	16	13.46	8.985	39	1553.359
hAT-N97_DR	16	0	16	13.46	7.991	143	372.469
L1-107_DR	16	0	16	13.46	15.317	267	308.217
DIRS-1B_DR	0	15	15	0			
EnSpm-4_DR	2	13	15	215.4	12.622	679	317.028
ERV1-N6-I_DR	15	0	15	201.94	14.284	297	198.832
Gypsy100-I_DR	14	0	15	0	0.775	8	6682.625
Gypsy144-I_DR	0	15	15	0	11.583	6	4521.833
hAT-15_DR	15	0	15	0	12.026	407	155.138
L1-42_DR	0	15	15	0	17.063	470	392.723
L1-55_DR	15	0	15	13.46	16.368	372	435.075
Nimb-5_DR	0	15	15	0			
CR1-22_DR	0	14	14	26.93	11.294	430	312.886
DNA-6-N3_DR	7	7	14	0	8.853	682	446.416
Gypsy-199_DR-I	0	14	14	0	26.964	165	679.194
hAT-23_DR	0	14	14	0	8.574	54	641.019
hAT-N32D_DR	14	0	14	336.56	13.665	2657	339.99
IS3EU-5_DR	7	7	14	26.93	17.122	334	162.988
L2-7_DRe	14	0	14	0	10.915	199	422.553
REX1-4_DR	0	14	14	0	11.982	466	362.545
Academ-N1_DRe	0	13	13	107.7	17.556	1921	187.554
Copia-11I_DR-LTR	1	12	13	0	14.262	1526	364.86
DNA9-5_DR	0	13	13	255.79	18.703	1481	213.192
Gypsy-201_DR-I	0	13	13	0	1.125	4	2503.5
SINE2-5_DR	5	8	13	4725.36			
TE-X-1_DR	12	1	13	67.31	9.902	1524	329.357
EnSpm-N11_DR	3	9	12	53.85	19.016	5942	109.476
ERV1-N2-I_DR	0	12	12	0	8.853	57	649.298
Ginger1-N1_DR	0	12	12	255.79	18.771	4371	94.638
Gypsy-191_DR-LTR	12	0	12	0	9.51	21	221.952
Gypsy57-LTR_DR	0	12	12	0	8.242	24	652.208
hAT-N101_DR	0	12	12	0	10.179	459	236.231
hAT-N154_DR	0	12	12	646.2			
hAT-N45B_DR	0	12	12	26.93	11.86	1045	331.595
hAT-N45_DR	12	1	12	26.93	6.594	1397	336.612
Helitron-5_DR	0	12	12	0	8.079	19	2019.737
EnSpm-N44_DR	5	6	11	40.39			
ERV1-4_DR-LTR	0	11	11	0	10.756	407	217.418
ERV1-N12_DR-LTR	0	11	11	0			
Gypsy136-I_DR	11	0	11	0	6.2	11	3722.818
Gypsy-231_DR-LTR	2	9	11	107.7	11.016	61	384.82
Gypsy61-I_DR	3	8	11	26.93	10.91	10	2878.9
BEL13-I_DR	0	10	10	0	8.514	21	2121.048
EnSpm-N47B_DR	8	1	10	175.01			
Gypsy-110_DR-I	0	10	10	0	4.273	15	2130.133
hAT-N126C_DR	0	10	10	901.99	12.953	972	203.011
hAT-N96_DR	1	9	10	0	3.971	1068	755.194
L1-51_DR	0	10	10	0	16.17	238	470.466
Tx1-22_DR	0	10	10	0	11.746	281	368.27
Copia-29_DR-LTR	0	9	9	26.93			
CryptonV-N2_DR	3	6	9	26.93			
Gypsy13-I_DR	7	2	9	0	10.062	21	3677.714
hAT-20_DR	0	9	9	0	22.408	36	314.861
hAT-N145_DR	9	0	9	53.85	12.478	2170	157.678
IS3EU-2_DR	8	0	9	13.46	16.614	329	244.699
L1-108_DR	0	9	9	0	13.889	204	342.373
L1-114_DR	8	0	9	0			
L1-15_DR	0	9	9	0	20.89	217	1427.751
L1-31_DR	9	0	9	0	16.137	184	799.739
L2-1B_DR	9	0	9	148.09	13.295	6146	152.325
Sola2-N2_DR	9	0	9	0			
Tx1-26_DR	9	0	9	0	17.437	84	680
Copia-26_DR-LTR	0	8	8	26.93			
Copia-7-LTR_DR	0	8	8	13.46	13.378	465	403.978
EnSpm-2_DR	8	0	8	0	18.979	253	613.059
Gypsy147-LTR_DR	0	8	8	0	11.074	172	408.419
Gypsy38-I_DR	0	8	8	0	11.987	30	1384.6
Harbinger-N31B_DR	4	4	8	215.4			
Harbinger-N31_DR	4	4	8	1238.56			
Kolobok-1N3_DR	6	2	8	26.93	9.919	1768	464.452
KolobokN78B_DR	8	1	8	13.46	11.174	666	493.698
Kolobok-N7_DR	8	1	8	269.25	11.666	4445	382.929
Kolobok-N8_DRe	8	1	8	94.24	7.444	1250	428.226
L1-123_DR	8	0	8	26.93			
L1-4B_DR	8	0	8	94.24	5.635	72	2068.5
Mariner-N23_DRe	4	4	8	134.63			
BEL-70_DR-I	7	0	7	13.46			
Copia4-I_DR	7	0	7	0	19.735	49	493.51
DNA-N22_DR	6	1	7	471.19			
DNA-N32_DR	0	7	7	0			
DNA-TA-3_DR	4	3	7	53.85	11.738	333	474.309
DNAX-23_DR	4	4	7	0	16.126	4055	119.78
EnSpm-11_DR	0	7	7	0	23.259	971	290.595
Gypsy-165-I_DR	0	7	7	0	10.715	79	2076.557
Gypsy-204_DR-I	0	7	7	0	11.086	14	770.286
Gypsy-23-I_DR	0	7	7	0	18.5	10	1878.8
Gypsy84-I_DR	0	7	7	0	5.146	61	926.393
hAT-N178B_DR	0	7	7	336.56			
hAT-N178_DR	0	7	7	363.49			
hAT-N202_DR	4	3	7	228.86			
Mariner-N43_DR	0	7	7	0			
piggyBac-N10_DR	0	7	7	0	12.37	47	297.447
Tx1-16_DR	1	7	7	861.6	15.421	116	585.914
BHIKHARI-3-I_DR	0	6	6	0	11.763	24	1237.917
Copia-19_DR-LTR	0	6	6	0			
Copia3-I_DR	0	6	6	0	1.983	6	4126.167
DNA-5-1B_DR	0	6	6	67.31	13.981	1203	343.478
DNA-N39_DR	0	6	6	26.93			
EnSpm-10_DR	0	5	6	13.46	16.895	1284	197.721
EnSpm-N40B_DR	0	6	6	13.46			
Gypsy157-LTR_DR	0	6	6	0	12.968	25	277.12
Gypsy51-I_DR	2	4	6	0	4.078	9	2715.778
hAT-21_DR	0	6	6	0	17.658	26	503.923
hAT-N175_DR	6	0	6	80.78			
hAT-N47B_DR	3	3	6	134.63	12.435	2938	216.469
hATN96B_DR	0	6	6	13.46	4.686	118	597.89
L1-59_DR	1	5	6	2019.39	11.03	122	1264.533
L1-85_DR	6	0	6	0	12.572	258	371.566
L2-46_DR	0	6	6	13.46	11.967	496	298.089
Rex1-28_DRe	6	0	6	13.46	10.824	205	510.522
TDR8B	3	3	6	1588.58	11.601	6421	256.808
BEL18-I_DR	0	5	5	0	7.04	10	4065.5
EnSpm-20_DR	5	0	5	26.93			
Gypsy124-I_DR	5	0	5	0	13.527	40	1671.65
Gypsy147-I_DR	3	2	5	0	4.26	10	4314.5
Gypsy-18-LTR_DR	5	0	5	0	11.258	33	688.394
Gypsy-196_DR-I	0	5	5	0	8.733	6	3088.833
Gypsy-198_DR-I	0	5	5	67.31	14.25	8	2267.875
Gypsy49-I_DR	5	0	5	0	16.191	54	1807.111
Gypsy82-I_Dr	0	5	5	0	0.633	12	3996.917
Harbinger-8_DR	2	3	5	13.46	18.858	168	114.44
hATN4B_DR	3	2	5	3123.32	7.846	854	160.622
Mariner-N26_DRe	5	0	5	121.16			
DNA-8-17_DR	0	4	4	40.39	8.212	245	623.102
DNA-N43_DR	0	4	4	3621.43			
EnSpm-8_DR	3	0	4	188.48	21.358	3452	68.938
EnSpm-N59_DR	4	0	4	753.9			
ERV1-1B_DR-LTR	4	0	4	0	11.17	111	424.802
ERV1-1C_DR-LTR	4	0	4	0	10.713	55	320.091
ERV1-N4-I_DR	4	0	4	0	10.156	34	1461.588
ERV5_DR_LTR	4	0	4	0	4.792	24	427.792
Gypsy4-LTR_DR	0	4	4	0	5.097	30	610.5
Gypsy53-I_DR	0	4	4	0	8.338	16	2465.562
Harbinger-N27_DR	0	4	4	13.46			
Harbinger-N28_DR	0	4	4	80.78			
