Name	sense	antisense	total	RNAseq	div	copies	length
MER52-int	41	74	115	0	20.361	203	294.601
MER2	9	105	114	3.3	23.245	1150	214.213
CSINE1	88	26	113	112.04	13.939	614	165.127
SATI_OC	0	112	112	112.04	13.621	14	153.857
LTR35_OC	1	109	110	227.38	18.987	156	244.699
MER52-int	38	72	110	0	21.538	343	270.673
L1A_Oc	11	99	109	0			
L1M2	0	108	108	42.84	24.083	718	192.341
CSINE2	0	107	108	131.81	20.412	335	52.806
rnd-5_family-1650	10	99	108	0	24.526	2212	108.922
rnd-5_family-1247	43	64	107	3.3	20.519	1543	164.332
LTR8B2_OC	80	26	106	375.67	9.119	628	537.068
MIR	3	103	106	23.07	25.382	14695	134.999
LTR12C_OC	77	29	106	62.61	3.2	4	442.75
LTR16B_OC	24	82	105	0	20.497	602	221.018
LTR37_OC	20	84	104	385.55	4.748	133	492.256
L1M4c	45	59	104	3.3	24.628	607	318.712
MER57C2	36	67	103	0	25.454	963	231.067
rnd-5_family-398	63	40	102	0	24.574	659	196.61
rnd-6_family-4124	48	54	102	0	22.735	703	84.065
LTR10C_OC	18	82	100	9.89	6.038	122	272.566
LTR12C_OC	31	68	99	75.79	5.521	169	535.734
rnd-6_family-1085	4	94	98	0	28.222	438	165.884
CSINE2B	60	37	97	636			
L1MEf	4	92	96	65.91	11.928	1893	73.81
LTR8B_OC	19	77	95	85.68	10.169	13	140.769
rnd-5_family-2301	0	94	94	13.18	18.235	222	72.95
L1MC1	4	90	94	0	21.934	332	370.063
CSINE2B	75	18	93	184.54	19.107	90	55.022
LTR3C_OC	16	75	90	3.3	20.198	312	187.724
LTR7A2_OC	32	57	89	0	15.885	86	350.721
L1MA5	8	81	89	13.18	21.519	2361	151.096
LTR3A_OC	70	18	88	29.66	11.091	1170	343.627
LTR3B1_OC	1	85	86	0	17.053	317	302.044
LTR1C_OC	32	54	86	0	18.101	283	350.781
rnd-6_family-1099	21	64	85	0	27.647	801	506.769
rnd-6_family-2643	0	85	85	0	26.69	876	348.208
rnd-6_family-6259	85	0	85	0	23.921	799	142.526
L1A_Oc	48	36	84	15955.97	12.114	145	396.428
L1A_Oc	68	14	83	23.07	5.9	1	50
LTR8C_OC	70	12	82	36.25	9.101	466	442.403
L1M2	0	82	82	56.02	10.095	19	44.579
L1C_OC	9	73	82	0	7.62	5	25
LTR36_OC	12	70	82	168.06	15.042	288	329.267
MamRTE1	61	21	82	0	17.792	323	247.056
rnd-5_family-202	17	64	81	0	26.149	922	276.43
LTR14_OC	74	8	81	6.59	16.657	212	277.854
rnd-6_family-246	80	0	80	0	29.703	386	384.684
MLT1A0	48	31	79	0	25.629	7168	247.667
LTR32_OC	2	75	78	273.51	12.784	2255	277.318
LTR32_OC	20	58	78	2497.86	11.929	173	61.925
LTR16A	74	4	78	0	28.367	1784	216.936
L2a	76	1	77	0	24.194	2145	107.299
LTR71B_OC	77	0	77	0	20.261	270	261.311
LTR5C_OC	46	30	76	105.45	2.288	129	526.202
L1A_Oc	3	74	76	0			
CSINE2	32	44	76	1199.5	12.435	31	54.129
rnd-6_family-2222	76	1	76	0	23.655	628	270.256
LTR33	74	2	76	0	24.997	993	115.363
OldhAT1	0	76	76	141.7	13.623	504	335.607
LTR1B_OC	70	5	75	1097.34	15.308	504	62.393
CSINE2B	4	70	75	369.08	22.308	407	62.012
L2	16	59	75	0	26.897	1683	173.55
MER67C	70	4	74	0	23.049	1580	209.873
L1MCa	48	26	74	0	25.4	485	255.233
MIR	22	51	73	9.89	22.464	3652	77.921
LTR3B_OC	32	40	72	65.91	14.827	924	297.942
L1MC	0	72	72	187.83	14.844	1200	143.621
L1MB8	3	68	71	6.59	26.166	7784	311.252
CSINE1	0	71	71	46.13	15.866	575	119.099
Arthur1	61	10	71	0	27.06	379	135.646
LTR36_OC	34	36	70	102.16	21.11	1544	209.462
LMER1	28	42	70	0	12.716	1192	130.794
MER65D	56	13	70	0	23.891	850	245.981
MLT1G	17	54	70	0	25.832	510	120.427
L1MD	1	70	70	0	21.643	2901	148.336
RELIK-LTR	0	68	69	26.36	11.19	100	349.36
rnd-6_family-4018	52	17	69	0	25.408	246	131.85
L1MA6	41	26	67	128.52	15.916	2365	94.479
LTR20C_OC	57	10	67	29.66	13.08	66	287.258
LTR12B_OC	3	63	66	42.84	5.167	99	414.636
LTR14_OC	40	24	65	19.77	15.079	526	345.112
LTR5B_OC	43	21	64	39.54	9.624	120	553.158
CSINE2B	42	22	64	9.89	20.115	327	55.875
MER83B-int	49	14	63	6.59	17.3	2	153.5
L1MC5	50	13	63	3.3	24.657	3256	172.737
CSINE2B	48	14	62	685.43	17.361	83	59.639
LTR7B_OC	44	16	60	3.3	11.483	77	412.701
L3	58	2	59	10324.26	10.603	1170	148.043
LTR3A_OC	43	16	59	3.3	19.041	54	125.241
MLT1K	0	58	58	0	26.008	855	106.716
L1MD2	43	15	58	0	27.171	709	192.965
CSINE2	19	38	57	1571.87	16.222	117	47.65
SATII_OC	29	28	57	8007.65	10.678	23	181.217
MER46C	21	34	56	0	27.015	788	184.938
LTR37A	18	38	56	0	23.45	664	164.714
LTR1B_OC	46	8	54	576.68	13.109	1233	307.71
LTR32_OC	36	17	54	184.54	15.656	139	193.46
L1MCa	1	53	54	0	25.173	913	374.321
L1PB4	46	6	52	79.09	21.2	1	66
MLT1A0	24	28	52	388.85	24.668	8527	214.568
LTR14B_OC	36	14	50	0	18.735	190	284.7
LTR26_OC	33	16	49	148.29	1.965	89	279.404
MER34	32	17	49	0	23.344	876	152.063
L1M4b	48	1	49	0	23.812	377	259.528
LTR6_OC	37	11	48	2151.85	7.67	1183	295.746
L1A_Oc	11	37	48	9.89			
MLT2D	24	24	48	3.3	24.786	4078	224.021
5S	0	48	48	59.32	12.164	1012	61.253
MER57E1	0	48	48	0	22.764	304	210.76
LTR32B1_OC	18	30	48	32.95	15.624	177	245.814
MER65-int	4	43	47	1136.89	14.313	854	280.693
CSINE2B	19	28	47	16.48	23.105	943	265.513
rnd-6_family-7550	0	46	46	0	26.737	320	188.697
CSINE2	21	23	44	39.54			
L2d2	44	0	44	6.59	24.218	3242	247.126
rnd-6_family-3145	18	25	44	0	25.631	611	119.843
ERV1-2_OC-LTR	7	36	43	339.42	4.293	376	588.742
ERV2-2_OC-LTR	19	25	43	270.22	2.718	38	278.974
L2	10	32	43	0	27.501	1139	153.096
rnd-6_family-33	43	0	43	0	27.168	303	307.459
rnd-6_family-7794	43	0	43	0	23.177	406	177.308
L1A_Oc	22	20	42	0			
CSINE2B	8	34	42	451.46	14.8	6	48.833
rnd-6_family-677	22	19	42	0	25.241	1177	112.069
L1MA4	0	41	41	95.56	11.667	280	53.811
MER74B	21	20	41	0	26.98	1133	297.234
rnd-1_family-198	40	0	40	0	16.8	34	65.735
rnd-6_family-4744	32	8	40	0	23.003	1042	145.718
U5	39	0	39	29.66	7.304	284	40.165
LTR73	10	28	39	0	23.084	152	364.743
LTR5_OC	28	11	38	52.73	3.026	42	521.595
LTR12B_OC	35	3	38	52.73	4.717	82	400.293
HAL1	0	37	37	0	26.819	1326	204.192
LTR24_OC	20	16	36	0	22.974	284	255.817
L1C_OC	0	36	36	26.36	9.364	28	53.786
MLT1A	28	7	36	6.59	25.656	9145	230.875
MLT2F	20	16	36	3.3	28.588	661	245.523
MLT1A1	26	10	36	26.36	23.647	1686	199.233
L1MA8	35	1	36	0	7.966	186	292.038
CSINE1	4	32	36	13.18	17.185	277	210.04
LTR29_OC	13	20	34	112.04	9.346	436	387.502
LTR34_OC	6	28	34	9.89	13.516	134	243.597
LTR71_OC	12	22	34	9.89	16.91	216	256.037
rnd-5_family-1743	2	32	34	0	23.671	1063	142.181
MIRc	25	8	33	309.76	15.067	464	76.47
rnd-6_family-3258	12	21	33	0	20.994	485	89.101
LTR30_OC	1	32	33	0	18.342	142	104.648
LTR31_OC	14	18	32	0	23.477	336	356.946
rnd-6_family-1461	27	5	32	0	23.835	282	280.759
L1ME3A	0	31	31	39.54	16.513	2679	144.386
rnd-1_family-195	30	0	30	0	16.843	23	58.739
CSINE2B	23	8	30	9.89	20.951	51	66.784
rnd-4_family-130	0	30	30	3.3	29.285	310	605.616
MER63B	14	17	30	0	24.839	2810	138.958
LTR16A_OC	17	14	30	0	24.228	1792	351.359
L1MA9	0	30	30	0	20.369	726	171.322
MLT1H2	15	14	29	0	26.835	876	144.248
MER5B	29	0	29	0	25.015	4752	115.329
rnd-6_family-357	26	3	29	3.3	18.909	477	320.86
LTR4A_OC	11	16	28	105.45	4.799	149	382.671
rnd-4_family-271	9	19	28	0	26.924	1730	336.609
LTR8B_OC	7	20	27	46.13	15.66	5	131.8
L1A_Oc	0	27	27	0	17.402	51	53.843
L1MC4	14	13	27	0	27.174	4484	271.869
L1MD1	25	2	27	0	24.292	3578	182.281
LTR16B_OC	25	2	27	434.98	20.719	275	302.218
L2a	22	5	27	0	28.43	2446	168.016
MER31-int	5	21	26	52.73	17.05	511	259.031
L1MA4A	23	3	26	230.67	20.03	2595	109.327
L1M5	4	23	26	3.3	27	2	130.5
MER58B	16	10	26	9.89	25.432	4205	185.362
LTR23_OC	13	13	26	6.59	19.738	405	214.714
L1M2c	10	15	25	42.84	16.132	31	73.903
MLT1F2	24	1	25	0	25.591	4704	173.81
rnd-6_family-7292	25	0	25	0	23.862	199	262.608
LINE1E_OC	6	18	24	0	19.004	26	63.038
MIR	24	0	24	0	24.016	7933	96.382
L1MA10	0	24	24	0	25.557	1833	137.064
L1M2	10	14	24	0	21.063	452	335.883
LTR30_OC	0	23	23	0	24.224	1565	335.066
MLT1A1	21	2	23	16.48	19.983	257	94.946
L1MC5	17	6	23	0	25.965	1589	284.832
L2c	23	0	23	0	18.958	305	65.889
MIR	13	9	22	0	25.798	4339	109.415
LTR29_OC	20	1	22	36.25	9.3	24	353.042
LTR6_OC	9	12	21	484.41	9.209	57	185.947
LTR8B2_OC	6	16	21	23.07	14.8	3	120
rnd-6_family-4546	1	20	21	0	26.286	1783	198.231
MLT1F1	16	5	21	0	26.561	1635	249.525
rnd-6_family-147	18	2	20	26.36	23.172	1492	107.133
LTR7A_OC	2	17	19	0	8.14	96	422.375
rnd-3_family-151	4	15	19	3.3	25.387	8848	221.708
L1MA9	6	13	19	0	23.358	5439	157.956
MER67C	13	6	19	0	22.056	398	203.008
LTR34_OC	5	14	19	3.3	15.757	304	325.066
rnd-6_family-1217	0	19	19	0	25.788	482	241.786
LTR31_OC	3	15	18	0	21.718	529	347.609
LTR36_OC	0	18	18	82.38	14.581	16	73.688
Tigger5a_Glire	18	0	18	0	18.734	1212	113.001
rnd-6_family-439	11	8	18	0	25.498	265	153.174
Kanga1b	18	0	18	0	23.819	191	123.555
L1A2_OC	17	1	18	52.73	9.691	541	138.377
rnd-6_family-7712	18	0	18	0	22.166	493	99.024
CSINE3A	4	14	18	210.9	16.081	293	200.57
MLT1F1	7	10	17	0	26.222	1121	215.186
MER46C	7	9	16	566.8	17.856	3159	75.887
rnd-5_family-157	9	7	16	3.3	26.727	1353	142.397
L1MA9	3	14	16	0	22.743	709	306.779
rnd-6_family-6534	10	6	16	0	25.271	207	337.874
L2b	13	2	15	247.15	24.199	17155	92.102
rnd-5_family-820	14	1	15	0	20.967	462	80.892
L1M5	3	11	15	0	21.781	362	223.564
CSINE2	0	14	14	52.73	10.949	1527	59.595
rnd-3_family-115	14	0	14	0	23.066	5113	122.439
rnd-4_family-177	0	14	14	0	25.086	1858	158.929
L2c	0	13	13	0	27.339	3667	110.23
MER5A1	0	13	13	0	24.706	1027	117.703
L1C_OC	4	8	12	56.02	13.434	303	51.307
rnd-6_family-4507	12	0	12	0	25.773	184	169.62
MLT1C2	12	0	12	3.3	25.779	5534	258.704
Tigger5b_Glire	10	1	11	3.3	26.201	5298	206.642
LTR30_OC	4	8	11	0	22.937	638	268.313
LTR36_OC	8	1	10	444.87	15.353	631	135.39
LTR1B_OC	0	10	10	141.7			
rnd-5_family-138	8	2	10	2069.47	17.288	740	50.753
LTR16C	10	0	10	0	27.635	1138	210.134
LTR16A_OC	0	10	10	0	18.384	515	108.93
rnd-6_family-2386	1	9	10	0	25.065	393	167.036
LINE1E_OC	0	9	9	9.89	15.286	7	55.286
rnd-5_family-665	9	0	9	0	25.597	10874	120.382
rnd-6_family-3541	9	0	9	32.95	18.911	1439	83.498
MER106B	0	9	9	0	21.764	297	119.879
rnd-6_family-85	2	7	9	395.44	13.761	1232	80.946
LTR8C_OC	8	0	8	23.07	17.647	17	69.294
LTR36_OC	8	0	8	82.38	16.15	8	79.25
LTR6_OC	8	0	8	553.61	8.4	1	77
LTR27_OC	0	8	8	69.2	12.042	121	83.19
rnd-6_family-1780	8	0	8	3.3	22.656	1158	357.897
rnd-6_family-543	6	2	8	0	26.946	373	134.971
L1MEg	0	6	7	3.3	18.4	2	56.5
L1M3c	0	7	7	32.95			
L1MA5	0	7	7	0	16.04	10	46.1
LTR30_OC	4	3	7	0	22.86	1390	251.147
L1A_Oc	2	4	6	0	16.163	16	83.375
L1C_OC	0	6	6	26.36	12	54	45.389
LTR8C_OC	6	0	6	13.18			
MER31-int	5	1	6	39.54	21.338	21	116.095
rnd-5_family-1530	3	3	6	19.77	22.456	630	245.216
MER31B	2	3	6	0	23.696	1432	258.223
LTR73	4	2	6	16.48	22.885	206	348.335
ERVNOC_I-int	4	0	5	0			
rnd-5_family-198	3	3	5	0			
LTR4A_OC	5	0	5	23.07	8.79	128	353.531
rnd-6_family-709	1	4	5	0	24.548	267	78.989
rnd-6_family-989	5	0	5	0	27.98	572	155.904
LTR13_OC	3	2	4	26.36	7.527	206	399.345
MLT1C2	4	0	4	39.54	17.682	65	60.431
LTR20_OC	4	0	4	3.3			
Charlie1a	0	4	4	0	22.383	668	128.015
rnd-6_family-2989	1	3	4	13.18			
LTR24_OC	4	0	4	0	24.073	423	285.307
L1MC5	4	0	4	0	25.301	539	212.707
MLT1A	0	4	4	0	17.56	320	288.866
rnd-6_family-727	3	1	4	16.48	25.478	903	205.855
L1MB7	3	0	3	39.54	22.638	1342	95.786
LTR20C_OC	0	3	3	6.59	19.929	7	115.286
rnd-4_family-614	0	3	3	0	22.759	2364	117.005
L1ME2z	3	0	3	0	26.011	1819	139.893
rnd-1_family-156	2	0	2	0	16.7	1	47
MER83B-int	2	0	2	85.68	15.179	337	134.496
rnd-1_family-181	0	2	2	0	14.8	1	53
LTR5B_OC	0	2	2	3.3	8.8	1	113
MER46C	0	2	2	75.79	20.391	1122	148.221
MLT1J1	0	1	2	0	25.376	1621	122.089
MER2	2	0	2	39.54	24.08	9109	249.637
Charlie4a	0	2	2	0	24.619	1305	224.914
L1M4c	0	2	2	0	22.146	197	305.99
L1M4c	2	0	2	0	18.04	182	160.264
L1MA5	0	1	1	6.59	14.99	51	58.353
MER46C	0	1	1	0	16.995	20	58.15
CSINE2B	1	0	1	19.77	12.814	7	46.429
U2	1	0	1	2880.12	6.841	2635	34.293
MER46C	0	1	1	108.75	20.367	5183	204.822
Tigger9b	1	0	1	0	26.14	292	219.829
L1MEf	0	1	1	0	24.658	801	162.591
Charlie1	0	1	1	0	22.39	1006	167.628
rnd-6_family-55	1	0	1	0	16.816	428	49.801
rnd-6_family-8344	0	1	1	0	24.639	872	117.772
rnd-6_family-867	1	0	1	0	22.753	750	140.669
OldhAT1	0	0	0	553.61	15.677	336	80.211
LTR1B_OC	0	0	0	59.32	11.735	17	86.353
L1MA5	0	0	0	23.07	19.191	988	89.201
rnd-6_family-1028	0	0	0	1387.33			
rnd-6_family-1427	0	0	0	0	20.763	228	70.311
rnd-6_family-15	0	0	0	0			
ORSL	0	0	0	0	23.297	280	163.604
MLT2C1	0	0	0	0	24.247	1086	181.284
MLT1I	0	0	0	0	24.899	1250	122.698

